Latitude,Longitude,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,PropertyGFABuilding(s)(%),ENERGYSTARScore,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ComplianceStatus,AgeBuilt,Source_principale,Source_secondaire,Source_tertiaire,TotalGHGEmissions
47.63116,-122.34193,91645.0,66288.0,0.0,59.501,95.0,NonResidential,Large Office,98109.0,7,Magnolia / Queen Anne,1.0,5,Office,Parking,None,Compliant,30,Electricity(kBtu),NaturalGas(kBtu),None,58.88
47.70887,-122.33494,91935.0,69854.0,0.0,43.176,,NonResidential,Other,98133.0,5,Northwest,1.0,3,Parking,Medical Office,None,Compliant,11,Electricity(kBtu),NaturalGas(kBtu),None,49.28
47.7126,-122.33782,60670.0,3239.0,0.0,100.0,,NonResidential,Medical Office,98133.0,5,Northwest,1.0,3,Medical Office,Retail Store,None,Compliant,11,Electricity(kBtu),None,None,33.22
47.69814,-122.34295,46846.0,10033.0,0.0,100.0,,NonResidential,Warehouse,98103.0,5,Northwest,1.0,2,Non-Refrigerated Warehouse,Office,None,Compliant,68,NaturalGas(kBtu),Electricity(kBtu),None,34.0
47.52696,-122.32913,50417.0,0.0,0.0,100.0,14.0,NonResidential,Warehouse,98108.0,1,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,36,NaturalGas(kBtu),Electricity(kBtu),None,58.67
47.60613,-122.34115,43728.0,0.0,0.0,100.0,,NonResidential,Restaurant,98101.0,7,Downtown,1.0,1,Restaurant,None,None,Compliant,116,NaturalGas(kBtu),None,None,611.19
47.70449,-122.33272,133298.0,0.0,0.0,100.0,21.0,NonResidential,Medical Office,98133.0,5,Northwest,1.0,3,Medical Office,None,None,Compliant,55,Electricity(kBtu),NaturalGas(kBtu),None,295.48
47.70759,-122.3255,173106.0,0.0,0.0,100.0,78.0,NonResidential,Retail Store,98125.0,5,North,1.0,2,Retail Store,None,None,Compliant,51,Electricity(kBtu),NaturalGas(kBtu),None,91.1
47.6244,-122.33157,103970.0,71390.0,0.0,59.414,91.0,NonResidential,Large Office,98109.0,7,Lake Union,1.0,4,Office,Parking,None,Compliant,16,Electricity(kBtu),None,None,45.22
47.56089,-122.33474,104786.0,0.0,0.0,100.0,93.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,47,Electricity(kBtu),NaturalGas(kBtu),None,23.86
47.55787,-122.335,51427.0,0.0,0.0,21.569,,NonResidential,Other,98134.0,2,Greater Duwamish,1.0,1,Other,None,None,Compliant,16,Electricity(kBtu),NaturalGas(kBtu),None,49.9
47.5563,-122.33186,53620.0,0.0,0.0,100.0,86.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,1,Office,None,None,Compliant,68,Electricity(kBtu),NaturalGas(kBtu),None,22.12
47.55623,-122.33316,50008.0,0.0,0.0,100.0,62.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,1,Office,None,None,Compliant,78,Electricity(kBtu),NaturalGas(kBtu),None,65.3
47.6252,-122.36737,194674.0,111198.0,0.0,65.596,98.0,NonResidential,Large Office,98119.0,7,Magnolia / Queen Anne,1.0,4,Office,Parking,None,Compliant,7,Electricity(kBtu),NaturalGas(kBtu),None,49.74
47.56549,-122.33221,43920.0,6912.0,0.0,100.0,63.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,59,NaturalGas(kBtu),Electricity(kBtu),None,107.16
47.56158,-122.32754,76486.0,0.0,0.0,100.0,70.0,NonResidential,Refrigerated Warehouse,98108.0,2,Greater Duwamish,1.0,1,Refrigerated Warehouse,None,None,Compliant,45,Electricity(kBtu),NaturalGas(kBtu),None,20.29
47.56558,-122.32889,98480.0,0.0,0.0,100.0,65.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,60,Electricity(kBtu),NaturalGas(kBtu),None,39.5
47.66113,-122.33572,31602.0,27427.0,18130.0,100.0,75.0,NonResidential,Mixed Use Property,98103.0,4,Lake Union,1.0,2,Retail Store,Parking,Multifamily Housing,Compliant,112,Electricity(kBtu),NaturalGas(kBtu),None,64.0
47.63465,-122.32592,66737.0,58218.0,30230.0,70.885,,NonResidential,Mixed Use Property,98102.0,4,Lake Union,1.0,3,Office,Parking,Laboratory,Compliant,8,Electricity(kBtu),NaturalGas(kBtu),None,640.71
47.63108,-122.32746,106003.0,63782.0,0.0,62.434,,NonResidential,Other,98102.0,3,Lake Union,1.0,3,Other,Parking,None,Compliant,96,Electricity(kBtu),NaturalGas(kBtu),None,406.02
47.63,-122.3396,107594.0,15600.0,12000.0,100.0,58.0,NonResidential,Large Office,98109.0,7,Lake Union,1.0,11,Office,Restaurant,Parking,Compliant,45,Electricity(kBtu),NaturalGas(kBtu),None,365.79
47.63376,-122.33968,93905.0,31348.0,0.0,100.0,70.0,NonResidential,Small- and Mid-Sized Office,98109.0,7,Lake Union,1.0,7,Office,Parking,None,Compliant,46,Electricity(kBtu),None,None,39.47
47.55515,-122.3275,93020.0,0.0,0.0,100.0,60.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,42,Electricity(kBtu),None,None,8.73
47.6153,-122.35014,20310.0,2689.600098,0.0,100.0,,NonResidential,Other,98121.0,7,Downtown,1.0,1,Other,Office,None,Compliant,70,NaturalGas(kBtu),Electricity(kBtu),None,25.74
47.52095,-122.26825,54434.0,0.0,0.0,100.0,32.0,NonResidential,Supermarket / Grocery Store,98118.0,2,Southeast,1.0,1,Supermarket/Grocery Store,Parking,None,Compliant,14,Electricity(kBtu),NaturalGas(kBtu),None,306.5
47.59895,-122.33379,78564.0,0.0,0.0,100.0,88.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,5,Office,None,None,Compliant,112,Electricity(kBtu),None,None,19.73
47.59855,-122.33327,65088.0,23857.0,0.0,100.0,64.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,7,Office,Retail Store,None,Compliant,110,Electricity(kBtu),NaturalGas(kBtu),None,134.69
47.59856,-122.33379,63871.0,0.0,0.0,100.0,82.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,6,Office,None,None,Compliant,109,Electricity(kBtu),None,None,19.89
47.59979,-122.3338,34647.0,26039.0,0.0,100.0,87.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,4,Office,Retail Store,None,Compliant,116,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),76.8
47.60035,-122.33379,41609.0,28734.0,0.0,100.0,,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,4,Office,Enclosed Mall,None,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),None,26.04
47.60146,-122.33248,45799.0,9739.0,4689.0,82.357,,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,6,Office,Retail Store,Restaurant,Compliant,116,Electricity(kBtu),None,None,24.89
47.59962,-122.33247,123607.0,20795.0,0.0,100.0,79.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,4,Office,Retail Store,None,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu),130.31
47.59858,-122.33198,160580.0,0.0,0.0,100.0,98.0,NonResidential,Large Office,98104.0,2,Downtown,1.0,7,Office,None,None,Compliant,109,Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu),99.59
47.59871,-122.3299,33647.0,19705.0,11988.0,100.0,,Nonresidential COS,Other,98104.0,2,Downtown,1.0,3,Other,Office,Other - Entertainment/Public Assembly,Compliant,110,Electricity(kBtu),None,None,13.28
47.59334,-122.32905,26250.0,18050.0,12400.0,100.0,37.0,NonResidential,Mixed Use Property,98134.0,2,Greater Duwamish,1.0,3,Office,Distribution Center,Non-Refrigerated Warehouse,Compliant,106,Electricity(kBtu),NaturalGas(kBtu),None,31.58
47.59366,-122.32666,58472.0,23282.0,0.0,100.0,83.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Retail Store,None,Compliant,94,NaturalGas(kBtu),Electricity(kBtu),None,65.56
47.57941,-122.33131,50500.0,18000.0,7604.0,100.0,,NonResidential,Other,98134.0,2,Greater Duwamish,1.0,2,Other,Distribution Center,Office,Compliant,63,NaturalGas(kBtu),Electricity(kBtu),None,132.6
47.57658,-122.33054,85343.0,13435.0,0.0,100.0,56.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,2,Distribution Center,Office,None,Compliant,54,Electricity(kBtu),NaturalGas(kBtu),None,74.18
47.58444,-122.33282,142901.0,0.0,0.0,100.0,,NonResidential,Other,98134.0,2,Greater Duwamish,2.0,2,Manufacturing/Industrial Plant,None,None,Compliant,75,Electricity(kBtu),None,None,15.65
47.58361,-122.33369,104869.0,0.0,0.0,80.0,80.0,NonResidential,Large Office,98134.0,2,Greater Duwamish,1.0,4,Office,None,None,Compliant,116,Electricity(kBtu),None,None,30.5
47.58781,-122.33264,78814.0,0.0,0.0,100.0,69.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,62,Electricity(kBtu),NaturalGas(kBtu),None,16.48
47.59486,-122.33368,39870.0,11600.0,7000.0,100.0,,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,4,Office,Non-Refrigerated Warehouse,Multifamily Housing,Compliant,112,Electricity(kBtu),NaturalGas(kBtu),None,41.18
47.59403,-122.33367,51040.0,10500.0,6000.0,85.714,15.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,6,Distribution Center,Office,Parking,Compliant,106,Electricity(kBtu),None,None,18.74
47.59363,-122.33371,39884.0,9270.0,4116.0,100.0,,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,4,Distribution Center,Non-Refrigerated Warehouse,Office,Compliant,109,Electricity(kBtu),None,None,7.37
47.59701,-122.33378,43122.0,10514.0,0.0,100.0,31.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,4,Office,Retail Store,None,Compliant,112,Electricity(kBtu),NaturalGas(kBtu),None,138.35
47.59639,-122.33368,65508.0,10918.0,0.0,85.655,81.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,6,Office,Parking,None,Compliant,107,Electricity(kBtu),NaturalGas(kBtu),None,20.18
47.59806,-122.33475,183916.0,406.0,0.0,100.0,81.0,NonResidential,Large Office,98104.0,2,Downtown,1.0,7,Office,Data Center,None,Compliant,112,Electricity(kBtu),None,None,67.78
47.59767,-122.33467,273812.0,12102.0,0.0,100.0,43.0,NonResidential,Large Office,98104.0,2,Downtown,1.0,7,Office,Retail Store,None,Compliant,7,Electricity(kBtu),NaturalGas(kBtu),None,182.14
47.59202,-122.33486,63000.0,0.0,0.0,100.0,53.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,2,Office,None,None,Compliant,102,NaturalGas(kBtu),Electricity(kBtu),None,180.76
47.58924,-122.33566,111774.0,108747.0,49271.0,60.918,,NonResidential,Mixed Use Property,98134.0,2,Greater Duwamish,1.0,6,Parking,Office,Other,Compliant,7,Electricity(kBtu),NaturalGas(kBtu),None,445.62
47.58365,-122.33467,144050.0,0.0,0.0,100.0,26.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,7,Non-Refrigerated Warehouse,None,None,Compliant,90,Electricity(kBtu),NaturalGas(kBtu),None,98.43
47.58252,-122.33465,60384.0,0.0,0.0,100.0,16.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Greater Duwamish,1.0,3,Office,None,None,Compliant,86,Electricity(kBtu),NaturalGas(kBtu),None,47.25
47.57842,-122.33558,107704.0,0.0,0.0,100.0,57.0,NonResidential,Retail Store,98134.0,2,Greater Duwamish,1.0,1,Retail Store,None,None,Compliant,23,Electricity(kBtu),NaturalGas(kBtu),None,100.42
47.57096,-122.3355,99084.0,0.0,0.0,100.0,83.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,90,NaturalGas(kBtu),Electricity(kBtu),None,49.25
47.56676,-122.35247,72719.0,0.0,0.0,100.0,28.0,NonResidential,Distribution Center,98106.0,1,Delridge,1.0,1,Distribution Center,None,None,Compliant,63,Electricity(kBtu),NaturalGas(kBtu),None,42.74
47.66158,-122.31625,53281.0,34701.0,3724.0,60.108,2.0,NonResidential,Small- and Mid-Sized Office,98105.0,4,Northeast,1.0,6,Office,Parking,Other,Compliant,15,Electricity(kBtu),None,None,59.75
47.62395,-122.33392,89131.0,37652.0,5615.0,69.091,6.0,NonResidential,Medical Office,98109.0,7,Lake Union,1.0,5,Medical Office,Parking,Other,Compliant,8,Electricity(kBtu),NaturalGas(kBtu),None,477.85
47.56787,-122.36419,119083.0,16221.0,0.0,88.255,41.0,NonResidential,Large Office,98106.0,1,Delridge,1.0,5,Office,Parking,None,Compliant,25,Electricity(kBtu),None,None,58.43
47.56664,-122.32346,56576.0,0.0,0.0,100.0,66.0,NonResidential,Retail Store,98108.0,2,Greater Duwamish,1.0,1,Retail Store,None,None,Compliant,43,Electricity(kBtu),NaturalGas(kBtu),None,67.29
47.60979,-122.32298,200184.0,0.0,0.0,100.0,53.0,NonResidential,Medical Office,98104.0,3,East,1.0,0,Medical Office,None,None,Compliant,12,Electricity(kBtu),SteamUse(kBtu),None,692.12
47.59794,-122.32767,303312.0,4738.0,4462.0,100.0,,NonResidential,Large Office,98104.0,2,Downtown,1.0,11,Office,Data Center,Restaurant,Compliant,16,Electricity(kBtu),NaturalGas(kBtu),None,185.39
47.6074,-122.33777,914832.0,348788.0,303910.0,100.0,97.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,42,Office,Parking,Financial Office,Compliant,11,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),481.06
47.61077,-122.3361,51881.0,11999.0,9713.0,100.0,,NonResidential,Small- and Mid-Sized Office,98101.0,7,Downtown,1.0,6,Office,Data Center,Retail Store,Compliant,90,Electricity(kBtu),None,None,17.28
47.61002,-122.32222,197408.0,0.0,0.0,51.106,46.0,NonResidential,Medical Office,98104.0,3,East,1.0,10,Medical Office,None,None,Compliant,31,Electricity(kBtu),SteamUse(kBtu),None,190.1
47.60649,-122.31121,113739.0,0.0,0.0,100.0,68.0,NonResidential,Medical Office,98122.0,3,Central,1.0,7,Medical Office,None,None,Compliant,29,Electricity(kBtu),None,None,40.38
47.60707,-122.3288,201365.0,86270.0,0.0,66.543,58.0,NonResidential,Medical Office,98122.0,7,East,1.0,9,Medical Office,Parking,None,Compliant,8,Electricity(kBtu),NaturalGas(kBtu),None,130.32
47.60883,-122.32494,170727.0,69171.0,0.0,51.109,50.0,NonResidential,Medical Office,98104.0,3,East,1.0,19,Medical Office,Parking,None,Compliant,43,Electricity(kBtu),SteamUse(kBtu),None,357.39
47.60353,-122.33558,114919.0,28643.0,0.0,100.0,94.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,6,Office,Retail Store,None,Compliant,116,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),282.46
47.60197,-122.33437,46000.0,10500.0,0.0,100.0,55.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,6,Office,Retail Store,None,Compliant,116,Electricity(kBtu),None,None,21.37
47.59554,-122.32471,72000.0,0.0,0.0,100.0,89.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,4,Office,None,None,Compliant,91,Electricity(kBtu),NaturalGas(kBtu),None,23.48
47.63347,-122.34078,103000.0,80000.0,0.0,50.356,93.0,NonResidential,Large Office,98109.0,7,Magnolia / Queen Anne,1.0,4,Office,Parking,None,Compliant,16,Electricity(kBtu),None,None,35.56
47.56797,-122.36711,50000.0,11527.0,0.0,83.237,,NonResidential,Other,98121.0,1,Delridge,1.0,3,Other - Recreation,Parking,Swimming Pool,Compliant,15,NaturalGas(kBtu),Electricity(kBtu),None,310.19
47.56961,-122.28881,107427.0,0.0,0.0,100.0,,NonResidential,Other,98118.0,2,Southeast,3.0,1,Strip Mall,Parking,None,Compliant,22,Electricity(kBtu),NaturalGas(kBtu),None,530.62
47.61567,-122.33503,232443.0,97874.0,3534.0,100.0,86.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,14,Office,Parking,Other,Compliant,8,Electricity(kBtu),NaturalGas(kBtu),None,116.95
47.62476,-122.35521,81385.0,0.0,0.0,100.0,,NonResidential,Other,98109.0,7,Magnolia / Queen Anne,3.0,2,Lifestyle Center,None,None,Compliant,22,Electricity(kBtu),NaturalGas(kBtu),None,270.17
47.6115,-122.33278,366554.0,122821.0,0.0,100.0,90.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,23,Office,Parking,None,Compliant,15,Electricity(kBtu),None,None,111.69
47.61234,-122.34897,197040.0,78852.0,0.0,28.571,,NonResidential,Other,98121.0,7,Downtown,1.0,6,Parking,Office,None,Compliant,33,Electricity(kBtu),None,None,36.49
47.62497,-122.35965,98668.0,0.0,0.0,100.0,91.0,NonResidential,Small- and Mid-Sized Office,98119.0,7,Magnolia / Queen Anne,1.0,5,Office,None,None,Compliant,34,Electricity(kBtu),None,None,30.61
47.57639,-122.32072,80157.0,34302.0,26937.0,82.143,12.0,NonResidential,Large Office,98134.0,2,Greater Duwamish,1.0,1,Office,Multifamily Housing,Parking,Compliant,9,Electricity(kBtu),NaturalGas(kBtu),None,98.54
47.65692,-122.37059,105100.0,0.0,0.0,100.0,1.0,NonResidential,Large Office,98119.0,7,Magnolia / Queen Anne,1.0,1,Office,None,None,Compliant,38,Electricity(kBtu),NaturalGas(kBtu),None,357.86
47.63718,-122.37734,39500.0,15000.0,5500.0,100.0,31.0,NonResidential,Supermarket / Grocery Store,98119.0,7,Magnolia / Queen Anne,1.0,1,Supermarket/Grocery Store,Retail Store,"Personal Services (Health/Beauty, Dry Cleaning, etc)",Compliant,8,None,None,None,0.0
47.63284,-122.37712,50660.0,0.0,0.0,100.0,51.0,NonResidential,Retail Store,98121.0,7,Magnolia / Queen Anne,1.0,1,Retail Store,None,None,Compliant,38,Electricity(kBtu),NaturalGas(kBtu),None,60.7
47.63156,-122.37551,39879.0,0.0,0.0,100.0,59.0,NonResidential,Small- and Mid-Sized Office,98119.0,7,Magnolia / Queen Anne,1.0,2,Office,None,None,Compliant,79,Electricity(kBtu),NaturalGas(kBtu),None,55.73
47.62302,-122.36476,104667.0,55000.0,5444.0,66.689,1.0,NonResidential,Large Office,98119.0,7,Magnolia / Queen Anne,1.0,4,Office,Parking,Data Center,Compliant,16,Electricity(kBtu),None,None,177.62
47.61588,-122.34965,20565.0,0.0,0.0,100.0,65.0,NonResidential,Small- and Mid-Sized Office,98121.0,7,Downtown,1.0,3,Office,None,None,Compliant,91,Electricity(kBtu),None,None,5.59
47.62175,-122.36313,106449.0,50258.0,0.0,65.004,63.0,NonResidential,Large Office,98119.0,7,Magnolia / Queen Anne,1.0,5,Office,Parking,None,Compliant,16,Electricity(kBtu),None,None,54.78
47.62101,-122.36188,133451.0,46763.0,3750.0,74.58,56.0,NonResidential,Large Office,98119.0,7,Magnolia / Queen Anne,1.0,5,Office,Parking,Data Center,Compliant,8,Electricity(kBtu),None,None,103.57
47.61891,-122.35958,109978.0,78848.0,0.0,62.131,95.0,NonResidential,Large Office,98119.0,7,Magnolia / Queen Anne,1.0,5,Office,Parking,None,Compliant,30,Electricity(kBtu),NaturalGas(kBtu),None,116.74
47.61813,-122.35833,178625.0,87624.0,14653.0,71.068,63.0,NonResidential,Large Office,98121.0,7,Downtown,1.0,7,Office,Parking,Other,Compliant,30,Electricity(kBtu),None,None,88.74
47.614,-122.35375,171783.0,9581.0,4413.0,100.0,77.0,NonResidential,Large Office,98121.0,7,Downtown,1.0,3,Office,Non-Refrigerated Warehouse,Other - Recreation,Compliant,23,Electricity(kBtu),None,None,70.09
47.61287,-122.35022,126218.0,12717.0,0.0,53.049,99.0,NonResidential,Large Office,98121.0,7,Downtown,1.0,5,Office,Data Center,None,Compliant,16,Electricity(kBtu),None,None,119.81
47.60703,-122.34038,95330.0,0.0,0.0,100.0,81.0,NonResidential,Warehouse,98101.0,7,Downtown,1.0,5,Non-Refrigerated Warehouse,None,None,Compliant,104,Electricity(kBtu),None,None,8.8
47.60604,-122.33948,64055.0,14621.0,12359.0,86.429,,NonResidential,Large Office,98006.0,7,Downtown,1.0,6,Office,Adult Education,Parking,Compliant,98,Electricity(kBtu),SteamUse(kBtu),None,50.17
47.6047,-122.33739,110370.0,19801.0,634.0,100.0,70.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,6,Office,Retail Store,Data Center,Compliant,111,Electricity(kBtu),None,None,47.39
47.60247,-122.33621,80400.0,16080.0,0.0,100.0,86.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,6,Office,Retail Store,None,Compliant,106,Electricity(kBtu),NaturalGas(kBtu),None,97.82
47.60223,-122.33602,67670.0,13534.0,0.0,100.0,89.0,NonResidential,Retail Store,98104.0,7,Downtown,1.0,6,Other,Retail Store,None,Compliant,106,Electricity(kBtu),NaturalGas(kBtu),None,69.02
47.5829,-122.32417,101633.0,48544.0,10270.0,100.0,51.0,Nonresidential COS,Warehouse,98134.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,Office,Other,Compliant,31,Electricity(kBtu),NaturalGas(kBtu),None,119.46
47.58716,-122.32214,110746.0,57500.0,0.0,100.0,66.0,NonResidential,Large Office,98134.0,2,Greater Duwamish,1.0,2,Office,Parking,None,Compliant,65,Electricity(kBtu),NaturalGas(kBtu),None,157.48
47.58685,-122.32501,99551.0,11061.0,0.0,100.0,95.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,1,Distribution Center,Office,None,Compliant,56,Electricity(kBtu),None,None,7.08
47.58553,-122.32511,119593.0,30288.0,0.0,100.0,97.0,NonResidential,Warehouse,98103.0,2,Greater Duwamish,1.0,4,Non-Refrigerated Warehouse,Office,None,Compliant,65,NaturalGas(kBtu),Electricity(kBtu),None,95.86
47.58042,-122.32552,129420.0,0.0,0.0,100.0,12.0,NonResidential,Warehouse,98121.0,2,Greater Duwamish,1.0,3,Non-Refrigerated Warehouse,None,None,Compliant,65,Electricity(kBtu),NaturalGas(kBtu),None,75.29
47.58096,-122.32313,44300.0,24838.0,12349.0,100.0,55.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,1,Distribution Center,Office,Retail Store,Compliant,46,Electricity(kBtu),None,None,19.86
47.57055,-122.3267,73335.0,0.0,0.0,100.0,,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,1,Distribution Center,Parking,None,Compliant,55,Electricity(kBtu),NaturalGas(kBtu),None,155.74
47.5794,-122.32848,48400.0,4276.0,4200.0,100.0,,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,2,Distribution Center,Office,Retail Store,Compliant,88,Electricity(kBtu),NaturalGas(kBtu),None,48.5
47.58241,-122.32866,61200.0,0.0,0.0,100.0,16.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,85,NaturalGas(kBtu),Electricity(kBtu),None,178.62
47.58772,-122.32686,109090.0,0.0,0.0,100.0,87.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,1,Distribution Center,None,None,Compliant,29,Electricity(kBtu),NaturalGas(kBtu),None,34.14
47.5908,-122.32828,65700.0,0.0,0.0,100.0,,NonResidential,Other,98134.0,2,Greater Duwamish,3.0,2,Other - Public Services,Parking,None,Compliant,30,Electricity(kBtu),NaturalGas(kBtu),None,168.5
47.59439,-122.32839,58605.0,24338.0,18864.0,82.658,,NonResidential,Mixed Use Property,98134.0,2,Greater Duwamish,3.0,2,Non-Refrigerated Warehouse,Multifamily Housing,Retail Store,Compliant,86,Electricity(kBtu),None,None,25.37
47.69197,-122.35877,168735.0,0.0,0.0,74.949,91.0,NonResidential,Supermarket / Grocery Store,98117.0,6,Northwest,1.0,1,Supermarket/Grocery Store,Parking,Parking,Compliant,46,Electricity(kBtu),NaturalGas(kBtu),None,293.56
47.6633,-122.37549,70074.0,0.0,0.0,77.137,5.0,NonResidential,Small- and Mid-Sized Office,98107.0,6,Ballard,1.0,4,Office,None,None,Compliant,15,Electricity(kBtu),None,None,33.58
47.65529,-122.32133,119570.0,23869.0,0.0,100.0,,NonResidential,Other,98105.0,4,Northeast,1.0,6,Other,Parking,None,Compliant,10,Electricity(kBtu),NaturalGas(kBtu),None,710.7
47.64912,-122.34823,105206.0,31992.0,6374.0,56.148,73.0,NonResidential,Large Office,98103.0,6,Lake Union,1.0,4,Office,Parking,Fitness Center/Health Club/Gym,Compliant,8,Electricity(kBtu),None,None,61.86
47.64932,-122.35187,77174.0,0.0,0.0,66.569,33.0,NonResidential,Small- and Mid-Sized Office,98103.0,6,Lake Union,1.0,2,Office,None,None,Compliant,16,Electricity(kBtu),None,None,38.21
47.62817,-122.34212,98781.0,8634.0,0.0,100.0,57.0,NonResidential,Large Office,98109.0,7,Magnolia / Queen Anne,1.0,5,Office,Other,Parking,Compliant,18,Electricity(kBtu),None,None,47.82
47.6289,-122.32877,97500.0,88051.0,54106.0,63.913,,NonResidential,Mixed Use Property,98109.0,3,Lake Union,1.0,5,Parking,Office,Other,Compliant,8,Electricity(kBtu),NaturalGas(kBtu),None,314.43
47.63079,-122.32693,97365.0,0.0,0.0,84.119,,NonResidential,Laboratory,98102.0,3,Lake Union,1.0,4,Laboratory,None,None,Compliant,17,NaturalGas(kBtu),Electricity(kBtu),None,1154.79
47.62225,-122.35915,163082.0,83425.0,0.0,64.986,88.0,NonResidential,Large Office,98119.0,7,Magnolia / Queen Anne,1.0,7,Office,Parking,None,Compliant,16,Electricity(kBtu),NaturalGas(kBtu),None,68.06
47.61949,-122.35639,89075.0,15164.0,0.0,81.813,85.0,NonResidential,Large Office,98109.0,7,Magnolia / Queen Anne,1.0,5,Office,Parking,None,Compliant,42,Electricity(kBtu),NaturalGas(kBtu),None,65.03
47.61472,-122.35566,90345.0,33380.0,15845.0,100.0,,NonResidential,Small- and Mid-Sized Office,98121.0,7,Downtown,1.0,3,Office,Parking,Retail Store,Compliant,114,Electricity(kBtu),NaturalGas(kBtu),None,260.13
47.61732,-122.34791,126648.0,23913.0,0.0,84.247,65.0,NonResidential,Large Office,98121.0,7,Downtown,1.0,8,Office,Parking,None,Compliant,41,Electricity(kBtu),NaturalGas(kBtu),None,119.93
47.61628,-122.33391,274362.0,0.0,0.0,100.0,82.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,7,Office,None,None,Compliant,63,Electricity(kBtu),NaturalGas(kBtu),None,147.82
47.61599,-122.34165,270237.0,71602.0,0.0,69.238,85.0,NonResidential,Large Office,98121.0,7,Downtown,1.0,15,Office,Parking,None,Compliant,33,Electricity(kBtu),NaturalGas(kBtu),None,246.83
47.61481,-122.33969,156414.0,10337.0,8208.0,100.0,83.0,NonResidential,Large Office,98121.0,7,Downtown,1.0,11,Office,Bar/Nightclub,"Personal Services (Health/Beauty, Dry Cleaning, etc)",Compliant,53,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),346.62
