Latitude,Longitude,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,PropertyGFABuilding(s)(%),ENERGYSTARScore,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ComplianceStatus,AgeBuilt,Source_principale,Source_secondaire,Source_tertiaire,TotalGHGEmissions
47.70793,-122.33316,27574.0,0.0,0.0,100.0,73.0,NonResidential,Small- and Mid-Sized Office,98133.0,5,Northwest,1.0,2,Office,None,None,Compliant,34,Electricity(kBtu),None,None,8.44
47.71069,-122.32674,43661.0,0.0,0.0,100.0,4.0,NonResidential,Senior Care Community,98125.0,5,North,1.0,5,Senior Care Community,Parking,None,Compliant,18,Electricity(kBtu),NaturalGas(kBtu),None,82.57
47.70842,-122.3332,76105.0,0.0,0.0,64.119,91.0,NonResidential,Small- and Mid-Sized Office,98133.0,5,Northwest,1.0,3,Office,None,None,Compliant,29,Electricity(kBtu),None,None,17.24
47.70983,-122.31865,17500.0,15770.0,4000.0,100.0,,NonResidential,Mixed Use Property,98125.0,5,North,1.0,2,Non-Refrigerated Warehouse,Retail Store,Office,Compliant,64,Electricity(kBtu),NaturalGas(kBtu),None,44.28
47.70676,-122.32264,28841.0,0.0,0.0,100.0,55.0,NonResidential,Medical Office,98125.0,5,North,1.0,3,Medical Office,None,None,Compliant,28,Electricity(kBtu),NaturalGas(kBtu),None,33.42
47.70782,-122.31873,31360.0,984.0,0.0,100.0,,NonResidential,Self-Storage Facility,98125.0,5,North,2.0,2,Self-Storage Facility,Office,Parking,Compliant,39,Electricity(kBtu),None,None,0.86
47.70541,-122.32232,30498.0,0.0,0.0,100.0,,Nonresidential COS,Other,98125.0,5,North,2.0,1,Other - Recreation,None,None,Compliant,11,NaturalGas(kBtu),Electricity(kBtu),None,80.19
47.51698,-122.35946,21405.0,0.0,0.0,100.0,92.0,NonResidential,K-12 School,98106.0,1,Delridge,1.0,2,K-12 School,None,None,Compliant,92,NaturalGas(kBtu),Electricity(kBtu),None,42.96
47.53366,-122.33733,13075.0,10185.0,0.0,100.0,,NonResidential,Other,98108.0,1,Delridge,1.0,1,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Office,None,Compliant,53,NaturalGas(kBtu),Electricity(kBtu),None,52.41
47.53309,-122.33977,27262.0,8653.0,285.0,100.0,88.0,NonResidential,Small- and Mid-Sized Office,98106.0,1,Delridge,1.0,2,Office,Non-Refrigerated Warehouse,Data Center,Compliant,28,Electricity(kBtu),NaturalGas(kBtu),None,55.85
47.63132,-122.34136,27144.0,0.0,0.0,100.0,,NonResidential,Other,98109.0,7,Magnolia / Queen Anne,1.0,2,Other,None,None,Compliant,96,NaturalGas(kBtu),Electricity(kBtu),None,32.58
47.70558,-122.33486,44667.0,0.0,0.0,100.0,81.0,NonResidential,Medical Office,98133.0,5,Northwest,1.0,2,Medical Office,Parking,None,Compliant,37,Electricity(kBtu),None,None,11.39
47.71745,-122.33221,45909.0,1025.0,972.0,100.0,,NonResidential,Worship Facility,98133.0,5,Northwest,1.0,2,Worship Facility,Medical Office,Office,Compliant,51,NaturalGas(kBtu),Electricity(kBtu),None,53.21
47.57894,-122.31287,21603.0,0.0,0.0,100.0,16.0,NonResidential,Supermarket / Grocery Store,98144.0,2,Greater Duwamish,1.0,1,Supermarket/Grocery Store,None,None,Compliant,51,Electricity(kBtu),NaturalGas(kBtu),None,129.89
47.62014,-122.31228,520187.0,282392.0,54159.0,100.0,60.0,NonResidential,Medical Office,98112.0,3,East,1.0,3,Medical Office,Parking,Other/Specialty Hospital,Compliant,52,NaturalGas(kBtu),Electricity(kBtu),None,3238.24
47.53158,-122.33568,43050.0,0.0,0.0,100.0,53.0,NonResidential,Distribution Center,98108.0,1,Delridge,1.0,1,Distribution Center,None,None,Compliant,37,Electricity(kBtu),None,None,3.04
47.52956,-122.33592,18262.0,7970.0,0.0,100.0,,NonResidential,Other,98108.0,1,Delridge,1.0,1,Other - Services,Office,None,Compliant,45,NaturalGas(kBtu),Electricity(kBtu),None,122.71
47.59783,-122.31554,25840.0,0.0,0.0,100.0,92.0,NonResidential,Warehouse,98144.0,3,Downtown,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,60,Electricity(kBtu),None,None,2.19
47.59721,-122.31838,43813.0,0.0,0.0,100.0,,NonResidential,Small- and Mid-Sized Office,98144.0,2,Downtown,1.0,1,Office,None,None,Compliant,28,NaturalGas(kBtu),Electricity(kBtu),None,43.63
47.59728,-122.31587,44417.0,25915.0,0.0,68.585,89.0,NonResidential,Small- and Mid-Sized Office,98144.0,3,Downtown,1.0,5,Office,Parking,None,Compliant,15,Electricity(kBtu),NaturalGas(kBtu),None,19.12
47.6899,-122.37619,45522.0,0.0,0.0,100.0,22.0,NonResidential,Supermarket / Grocery Store,98117.0,6,Ballard,1.0,1,Supermarket/Grocery Store,Parking,None,Compliant,22,Electricity(kBtu),NaturalGas(kBtu),None,326.74
47.72286,-122.34612,16080.0,3500.0,508.0,100.0,,NonResidential,Retail Store,98133.0,5,Northwest,1.0,2,Retail Store,Office,Parking,Compliant,37,Electricity(kBtu),None,None,2.28
47.56999,-122.34703,40657.0,0.0,0.0,100.0,57.0,NonResidential,Small- and Mid-Sized Office,98134.0,1,Greater Duwamish,1.0,2,Office,Parking,None,Compliant,19,Electricity(kBtu),NaturalGas(kBtu),None,23.6
47.57279,-122.35066,18700.0,1500.0,0.0,100.0,,NonResidential,Warehouse,98134.0,1,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),None,2.25
47.6073,-122.32585,44091.0,0.0,0.0,100.0,29.0,NonResidential,Residence Hall,98104.0,3,East,1.0,1,Residence Hall/Dormitory,None,None,Compliant,112,SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),184.0
